Hotel,Brand,Destination,Current Category,Current Standard Price,New Category,New Standard Price
Residence Inn Lexington North,Residence Inn,USA,3,17500,4,25000
Residence Inn Lexington South/Hamburg Place,Residence Inn,USA,3,17500,4,25000
Residence Inn Little Rock North,Residence Inn,USA,2,12500,3,17500
Residence Inn London Downtown,Residence Inn,Canada,2,12500,3,17500
Residence Inn Los Angeles Westlake Village,Residence Inn,USA,4,25000,5,35000
Residence Inn Macon,Residence Inn,USA,2,12500,3,17500
Residence Inn Madison East,Residence Inn,USA,3,17500,4,25000
Residence Inn McAllen,Residence Inn,USA,1,7500,2,12500
Residence Inn Melbourne,Residence Inn,USA,3,17500,4,25000
Residence Inn Memphis Southaven,Residence Inn,USA,2,12500,3,17500
Residence Inn Miami Airport West/Doral,Residence Inn,USA,3,17500,4,25000
Residence Inn Midland,Residence Inn,USA,2,12500,3,17500
Residence Inn Midland,Residence Inn,USA,2,12500,3,17500
Residence Inn Milford,Residence Inn,USA,3,17500,4,25000
Residence Inn Milwaukee Downtown,Residence Inn,USA,4,25000,5,35000
Residence Inn Milwaukee West,Residence Inn,USA,2,12500,3,17500
Residence Inn Mobile,Residence Inn,USA,2,12500,3,17500
Residence Inn Mont Tremblant Manoir Labelle,Residence Inn,Canada,5,35000,6,50000
Residence Inn Morgantown,Residence Inn,USA,3,17500,4,25000
Residence Inn Mt. Olive at International Trade Center,Residence Inn,USA,2,12500,3,17500
Residence Inn Naples,Residence Inn,USA,5,35000,6,50000
Residence Inn Nashville SE/Murfreesboro,Residence Inn,USA,3,17500,4,25000
"Residence Inn National Harbor Washington, DC Area",Residence Inn,USA,4,25000,5,35000
Residence Inn Near Universal Orlando,Residence Inn,USA,4,25000,5,35000
Residence Inn New Orleans Covington/North Shore,Residence Inn,USA,1,7500,2,12500
Residence Inn New Orleans Elmwood,Residence Inn,USA,3,17500,4,25000
Residence Inn New Rochelle,Residence Inn,USA,3,17500,4,25000
Residence Inn New York Manhattan/Midtown East,Residence Inn,USA,5,35000,6,50000
Residence Inn New York The Bronx at Metro Center Atrium,Residence Inn,USA,4,25000,5,35000
Residence Inn Newport Middletown,Residence Inn,USA,5,35000,6,50000
Residence Inn Norfolk Airport,Residence Inn,USA,3,17500,4,25000
Residence Inn North Conway,Residence Inn,USA,5,35000,6,50000
Residence Inn Oahu Kapolei,Residence Inn,USA,5,35000,6,50000
Residence Inn Ocala,Residence Inn,USA,3,17500,4,25000
Residence Inn Odessa,Residence Inn,USA,2,12500,3,17500
Residence Inn Oklahoma City Northwest,Residence Inn,USA,2,12500,3,17500
Residence Inn Oklahoma City South,Residence Inn,USA,1,7500,2,12500
Residence Inn Omaha West,Residence Inn,USA,2,12500,3,17500
Residence Inn Ontario Airport,Residence Inn,USA,3,17500,4,25000
Residence Inn Orlando Lake Buena Vista,Residence Inn,USA,4,25000,3,17500
Residence Inn Orlando Lake Mary,Residence Inn,USA,3,17500,4,25000
Residence Inn Paducah,Residence Inn,USA,2,12500,3,17500
Residence Inn Palo Alto Mountain View,Residence Inn,USA,4,25000,5,35000
Residence Inn Panama City,Residence Inn,Panama,3,17500,2,12500
Residence Inn Pensacola Downtown,Residence Inn,USA,3,17500,4,25000
Residence Inn Philadelphia Conshohocken,Residence Inn,USA,3,17500,4,25000
Residence Inn Philadelphia Glen Mills/Concordville,Residence Inn,USA,3,17500,4,25000
Residence Inn Philadelphia Great Valley/Malvern,Residence Inn,USA,2,12500,3,17500
Residence Inn Philadelphia Langhorne,Residence Inn,USA,3,17500,4,25000
Residence Inn Philadelphia Valley Forge,Residence Inn,USA,2,12500,3,17500
Residence Inn Philadelphia Valley Forge/Collegeville,Residence Inn,USA,2,12500,3,17500
Residence Inn Phoenix Chandler/South,Residence Inn,USA,3,17500,4,25000
Residence Inn Phoenix North/Happy Valley,Residence Inn,USA,3,17500,4,25000
Residence Inn Pinehurst Southern Pines,Residence Inn,USA,2,12500,3,17500
Residence Inn Pittsburgh Monroeville/Wilkins Township,Residence Inn,USA,2,12500,3,17500
Residence Inn Pittsburgh Oakland/University Place,Residence Inn,USA,3,17500,4,25000
Residence Inn Pittsburgh University/Medical Center,Residence Inn,USA,3,17500,4,25000
Residence Inn Portland Downtown/Waterfront,Residence Inn,USA,5,35000,6,50000
Residence Inn Portland Hillsboro,Residence Inn,USA,4,25000,5,35000
Residence Inn Portland Hillsboro/Brookwood,Residence Inn,USA,3,17500,4,25000
Residence Inn Portsmouth,Residence Inn,USA,4,25000,5,35000
Residence Inn Potomac Mills Woodbridge,Residence Inn,USA,2,12500,3,17500
Residence Inn Poughkeepsie,Residence Inn,USA,3,17500,4,25000
Residence Inn Providence Coventry,Residence Inn,USA,3,17500,4,25000
Residence Inn Raleigh Cary,Residence Inn,USA,2,12500,3,17500
Residence Inn Raleigh Crabtree Valley,Residence Inn,USA,2,12500,3,17500
Residence Inn Raleigh-Durham Airport/Morrisville,Residence Inn,USA,2,12500,3,17500
Residence Inn Redwood City San Carlos,Residence Inn,USA,4,25000,5,35000
Residence Inn Richmond Chester,Residence Inn,USA,2,12500,3,17500
Residence Inn Richmond Northwest/Short Pump,Residence Inn,USA,2,12500,3,17500
Residence Inn Rochester West/Greece,Residence Inn,USA,2,12500,3,17500
Residence Inn Sacramento Downtown at Capitol Park,Residence Inn,USA,3,17500,4,25000
Residence Inn Sacramento Rancho Cordova,Residence Inn,USA,3,17500,4,25000
Residence Inn Salisbury,Residence Inn,USA,3,17500,4,25000
Residence Inn Salt Lake City Cottonwood,Residence Inn,USA,3,17500,4,25000
Residence Inn Salt Lake City Downtown,Residence Inn,USA,4,25000,3,17500
Residence Inn Salt Lake City Sandy,Residence Inn,USA,2,12500,3,17500
Residence Inn Salt Lake City-West Jordan,Residence Inn,USA,2,12500,3,17500
Residence Inn San Angelo,Residence Inn,USA,1,7500,2,12500
Residence Inn San Antonio Downtown/Alamo Plaza,Residence Inn,USA,4,25000,3,17500
Residence Inn San Antonio Downtown/Market Square,Residence Inn,USA,4,25000,3,17500
Residence Inn San Bernardino,Residence Inn,USA,3,17500,4,25000
Residence Inn San Diego Chula Vista,Residence Inn,USA,4,25000,5,35000
Residence Inn San Francisco Airport/San Mateo,Residence Inn,USA,5,35000,4,25000
Residence Inn San Jose Airport,Residence Inn,USA,4,25000,5,35000
Residence Inn San Jose Campbell,Residence Inn,USA,4,25000,5,35000
Residence Inn San Jose Cupertino,Residence Inn,USA,4,25000,5,35000
Residence Inn San Ramon,Residence Inn,USA,3,17500,4,25000
Residence Inn Sandestin at Grand Boulevard,Residence Inn,USA,4,25000,5,35000
Residence Inn Santa Clarita Valencia,Residence Inn,USA,4,25000,5,35000
Residence Inn Santa Fe,Residence Inn,USA,4,25000,5,35000
Residence Inn Savannah Airport,Residence Inn,USA,4,25000,5,35000
Residence Inn Scranton,Residence Inn,USA,2,12500,3,17500
Residence Inn Seattle Downtown/Lake Union,Residence Inn,USA,5,35000,6,50000
Residence Inn Seattle Northeast/Bothell,Residence Inn,USA,3,17500,4,25000
Residence Inn Spokane East Valley,Residence Inn,USA,3,17500,4,25000
Residence Inn Springfield South,Residence Inn,USA,2,12500,3,17500
Residence Inn St. Petersburg Treasure Island,Residence Inn,USA,6,50000,7,60000
Residence Inn Stockton,Residence Inn,USA,3,17500,4,25000
Residence Inn Sunnyvale Silicon Valley I,Residence Inn,USA,4,25000,5,35000
Residence Inn Sunnyvale Silicon Valley II,Residence Inn,USA,4,25000,5,35000
Residence Inn Syracuse Carrier Circle,Residence Inn,USA,2,12500,3,17500
Residence Inn Tallahassee North/I-10 Capital Circle,Residence Inn,USA,3,17500,4,25000
Residence Inn Tallahassee Universities at the Capitol,Residence Inn,USA,4,25000,5,35000
Residence Inn Tampa at USF/Medical Center,Residence Inn,USA,3,17500,4,25000
Residence Inn Tampa Downtown,Residence Inn,USA,3,17500,4,25000
Residence Inn Tampa Sabal Park/Brandon,Residence Inn,USA,3,17500,4,25000
Residence Inn Tampa Westshore/Airport,Residence Inn,USA,3,17500,4,25000
Residence Inn Temecula Murrieta,Residence Inn,USA,5,35000,4,25000
Residence Inn Tempe Downtown/University,Residence Inn,USA,4,25000,5,35000
Residence Inn Texarkana,Residence Inn,USA,1,7500,2,12500
Residence Inn Tulsa South,Residence Inn,USA,1,7500,2,12500
Residence Inn Tyler,Residence Inn,USA,2,12500,3,17500
Residence Inn Vacaville,Residence Inn,USA,3,17500,4,25000
Residence Inn Vancouver Downtown,Residence Inn,Canada,5,35000,6,50000
Residence Inn Waco,Residence Inn,USA,4,25000,5,35000
Residence Inn West Palm Beach Downtown/CityPlace Area,Residence Inn,USA,4,25000,5,35000
Residence Inn West Springfield,Residence Inn,USA,3,17500,4,25000
Residence Inn Williamsport,Residence Inn,USA,2,12500,3,17500
Residence Inn Wilmington Downtown,Residence Inn,USA,2,12500,3,17500
Residence Inn Yonkers Westchester County,Residence Inn,USA,3,17500,4,25000
Riyadh Marriott Hotel,Marriott,Saudi Arabia,3,17500,4,25000
Rochester Marriott Mayo Clinic Area,Marriott,USA,5,35000,6,50000
Rome Marriott Grand Hotel Flora,Marriott,Italy,6,50000,7,60000
Rome Marriott Park Hotel,Marriott,Italy,4,25000,3,17500
"Roomers Baden-Baden, Autograph Collection",Autograph Collection,Germany,4,25000,5,35000
"Roomers Munich, Autograph Collection",Autograph Collection,Germany,6,50000,5,35000
Royal Orchid Sheraton Hotel & Towers,Sheraton,Thailand,3,17500,4,25000
San Francisco Airport Marriott Waterfront,Marriott,USA,5,35000,6,50000
Santiago Marriott Hotel,Marriott,Chile,4,25000,3,17500
Sanya Marriott Yalong Bay Resort & Spa,Marriott,China,5,35000,4,25000
Sao Paulo Airport Marriott Hotel,Marriott,Brazil,4,25000,3,17500
Seattle Marriott Waterfront,Marriott,USA,6,50000,7,60000
Shanghai Marriott Hotel Kangqiao,Marriott,China,2,12500,3,17500
Shanghai Marriott Hotel Pudong East,Marriott,China,3,17500,4,25000
Shenzhen Marriott Hotel Golden Bay,Marriott,China,4,25000,5,35000
Shenzhen Marriott Hotel Nanshan,Marriott,China,4,25000,5,35000
Sheraton Abuja Hotel,Sheraton,Nigeria,3,17500,2,12500
"Sheraton Addis, a Luxury Collection Hotel, Addis Ababa",Luxury Collection,Ethiopia,7,60000,6,50000
Sheraton Ambassador Hotel,Sheraton,Mexico,2,12500,3,17500
Sheraton Amman Al Nabil Hotel,Sheraton,Jordan,4,25000,3,17500
Sheraton Ann Arbor Hotel,Sheraton,USA,5,35000,6,50000
Sheraton Annaba Hotel,Sheraton,Algeria,4,25000,3,17500
Sheraton Asuncion Hotel,Sheraton,Paraguay,4,25000,3,17500
Sheraton Athlone Hotel,Sheraton,Ireland,3,17500,4,25000
Sheraton Atlanta Perimeter North Hotel,Sheraton,USA,3,17500,4,25000
Sheraton Atlantic City Convention Center Hotel,Sheraton,USA,4,25000,5,35000
Sheraton Augusta Hotel,Sheraton,USA,4,25000,3,17500
"Sheraton Bailuhu Resort, Huizhou",Sheraton,China,2,12500,3,17500
Sheraton Baku Airport,Sheraton,Azerbaijan,2,12500,1,7500
Sheraton Bamako Hotel,Sheraton,Mali,5,35000,4,25000
Sheraton Bijao Beach Resort– All-Inclusive,Sheraton,Panama,6,50000,5,35000
Sheraton Bogota Hotel,Sheraton,Colombia,2,12500,3,17500
Sheraton Bucks County Langhorne,Sheraton,USA,3,17500,4,25000
Sheraton Buenos Aires Hotel & Convention Center,Sheraton,Argentina,5,35000,4,25000
Sheraton Carlsbad Resort & Spa,Sheraton,USA,5,35000,6,50000
Sheraton Cavalier Calgary Hotel,Sheraton,Canada,4,25000,3,17500
Sheraton Cavalier Saskatoon Hotel,Sheraton,Canada,4,25000,3,17500
Sheraton Cerritos Hotel,Sheraton,USA,5,35000,4,25000
Sheraton Charlotte Airport Hotel,Sheraton,USA,3,17500,4,25000
Sheraton Charlotte Hotel,Sheraton,USA,4,25000,3,17500
Sheraton Chuzhou Hotel,Sheraton,China,2,12500,1,7500
Sheraton Cleveland Airport Hotel,Sheraton,USA,2,12500,3,17500
Sheraton College Park North Hotel,Sheraton,USA,3,17500,2,12500
Sheraton Columbia Downtown Hotel,Sheraton,USA,4,25000,5,35000
Sheraton Dallas Hotel by the Galleria,Sheraton,USA,3,17500,2,12500
Sheraton Dammam Hotel & Convention Centre,Sheraton,Saudi Arabia,4,25000,3,17500
Sheraton Daqing Hotel,Sheraton,China,2,12500,1,7500
"Sheraton Desert Oasis Villas, Scottsdale",VISTA,USA,5,35000,6,50000
Sheraton Detroit Metro Airport,Sheraton,USA,3,17500,2,12500
"Sheraton Diana Majestic, Milan",Sheraton,Italy,5,35000,6,50000
Sheraton Djibouti,Sheraton,Djibouti,5,35000,4,25000
Sheraton Dubrovnik Riviera Hotel,Sheraton,Croatia,4,25000,5,35000
Sheraton Eatontown Hotel,Sheraton,USA,3,17500,4,25000
Sheraton Edison,Sheraton,USA,3,17500,2,12500
Sheraton Erie Bayfront Hotel,Sheraton,USA,4,25000,5,35000
"Sheraton Fuerteventura Beach, Golf & Spa Resort",Sheraton,Spain,5,35000,4,25000
Sheraton Garden Grove - Anaheim South Hotel,Sheraton,USA,4,25000,3,17500
Sheraton Gateway Los Angeles Hotel,Sheraton,USA,4,25000,5,35000
Sheraton Grand Conakry,Sheraton,Guinea,4,25000,3,17500
Sheraton Grand Hiroshima Hotel,Sheraton,Japan,5,35000,6,50000
"Sheraton Grand Hotel, Dubai",Sheraton,United Arab Emirates,4,25000,5,35000
Sheraton Grand Jakarta Gandaria City Hotel,Sheraton,Indonesia,4,25000,3,17500
Sheraton Grand Los Angeles,Sheraton,USA,5,35000,6,50000
"Sheraton Grand Mirage Resort, Gold Coast",Sheraton,Australia,5,35000,6,50000
"Sheraton Grand Mirage Resort, Port Douglas",Sheraton,Australia,5,35000,6,50000
Sheraton Grand Sacramento Hotel,Sheraton,USA,5,35000,4,25000
Sheraton Grand Samsun Hotel,Sheraton,Turkey,2,12500,1,7500
Sheraton Grand Seattle,Sheraton,USA,5,35000,6,50000
Sheraton Grand Shanghai Pudong Hotel & Residences,Sheraton,China,3,17500,4,25000
Sheraton Grand Taipei Hotel,Sheraton,Taiwan,5,35000,4,25000
Sheraton Grand Wuhan Hankou Hotel,Sheraton,China,2,12500,3,17500
Sheraton Grand Xishuangbanna Hotel,Sheraton,China,2,12500,3,17500
Sheraton Grand Zhengzhou Hotel,Sheraton,China,2,12500,3,17500
Sheraton Grande Ocean Resort,Sheraton,Japan,5,35000,4,25000
Sheraton Grande Tokyo Bay Hotel,Sheraton,Japan,6,50000,7,60000
Sheraton Guangzhou Hotel,Sheraton,China,4,25000,5,35000
Sheraton Guangzhou Panyu,Sheraton,China,2,12500,3,17500
Sheraton Guayaquil Hotel,Sheraton,Ecuador,2,12500,3,17500
Sheraton Gunter Hotel San Antonio,Sheraton,USA,4,25000,3,17500
Sheraton Harbin Xiangfang Hotel,Sheraton,China,2,12500,1,7500
Sheraton Harrisburg Hershey Hotel,Sheraton,USA,4,25000,3,17500
Sheraton Heathrow Hotel,Sheraton,United Kingdom,4,25000,3,17500
Sheraton Hokkaido Kiroro Resort,Sheraton,Japan,5,35000,6,50000
Sheraton Hotel Newfoundland,Sheraton,Canada,4,25000,3,17500
Sheraton Houston Brookhollow Hotel,Sheraton,USA,3,17500,2,12500
Sheraton Hsinchu Hotel,Sheraton,Taiwan,4,25000,3,17500
Sheraton Huangdao Hotel,Sheraton,China,2,12500,3,17500
Sheraton Hyderabad Hotel,Sheraton,India,2,12500,3,17500
Sheraton Inner Harbor Hotel,Sheraton,USA,5,35000,4,25000
Sheraton Jacksonville Hotel,Sheraton,USA,3,17500,4,25000
Sheraton Jeddah Hotel,Sheraton,Saudi Arabia,5,35000,4,25000
Sheraton Jumeirah Beach Resort,Sheraton,United Arab Emirates,5,35000,6,50000
Sheraton Kauai Resort,Sheraton,USA,5,35000,6,50000
"Sheraton Kuwait, a Luxury Collection Hotel, Kuwait City",Luxury Collection,Kuwait,6,50000,5,35000
Sheraton Lagos Hotel,Sheraton,Nigeria,4,25000,3,17500
Sheraton Laguna Guam Resort,Sheraton,Guam,5,35000,4,25000
Sheraton Lake Como Hotel,Sheraton,Italy,5,35000,6,50000
Sheraton Lampung Hotel,Sheraton,Indonesia,2,12500,1,7500
Sheraton Langfang Chaobai River Hotel,Sheraton,China,2,12500,1,7500
Sheraton Lima Hotel & Convention Center,Sheraton,Peru,4,25000,3,17500
Sheraton Louisville Riverside Hotel,Sheraton,USA,5,35000,6,50000
Sheraton Madison Hotel,Sheraton,USA,4,25000,5,35000
Sheraton Makkah Jabal Al Kaaba Hotel,Sheraton,Saudi Arabia,5,35000,6,50000
Sheraton Mar del Plata Hotel,Sheraton,Argentina,4,25000,3,17500
Sheraton Maui Resort & Spa,Sheraton,USA,6,50000,7,60000
Sheraton Midwest City Hotel at the Reed Conference Center,Sheraton,USA,3,17500,2,12500
Sheraton Milan Malpensa Airport Hotel & Conference Centre,Sheraton,Italy,4,25000,5,35000
Sheraton Miramar Resort El Gouna,Sheraton,Egypt,2,12500,3,17500
Sheraton Miyako Hotel Tokyo,Sheraton,Japan,6,50000,5,35000
Sheraton Montevideo Hotel,Sheraton,Uruguay,4,25000,3,17500
Sheraton Munich Westpark Hotel,Sheraton,Germany,4,25000,5,35000
Sheraton New Delhi Hotel,Sheraton,India,4,25000,3,17500
Sheraton New Orleans Hotel,Sheraton,USA,5,35000,6,50000
Sheraton Okinawa Sunmarina Resort,Sheraton,Japan,6,50000,7,60000
Sheraton Oklahoma City Downtown Hotel,Sheraton,USA,4,25000,3,17500
Sheraton Old San Juan Hotel,Sheraton,Puerto Rico,4,25000,5,35000
Sheraton Omaha Hotel,Sheraton,USA,3,17500,4,25000
Sheraton Oman Hotel,Sheraton,Oman,4,25000,3,17500
Sheraton Palo Alto Hotel,Sheraton,USA,5,35000,6,50000
Sheraton Paris Airport Hotel & Conference Centre,Sheraton,France,5,35000,6,50000
Sheraton Pasadena Hotel,Sheraton,USA,4,25000,5,35000
Sheraton Philadelphia University City Hotel,Sheraton,USA,4,25000,5,35000
Sheraton Phoenix Airport Hotel Tempe,Sheraton,USA,3,17500,4,25000
Sheraton Pittsburgh Airport Hotel,Sheraton,USA,2,12500,3,17500
Sheraton Portland Airport Hotel,Sheraton,USA,5,35000,4,25000
Sheraton Poznan Hotel,Sheraton,Poland,2,12500,3,17500
Sheraton Princess Kaiulani,Sheraton,USA,6,50000,5,35000
Sheraton Qingdao Jiaozhou Hotel,Sheraton,China,2,12500,1,7500
Sheraton Qingdao Licang Hotel,Sheraton,China,2,12500,3,17500
Sheraton Qingyuan Lion Lake Resort,Sheraton,China,2,12500,3,17500
Sheraton Qinhuangdao Beidaihe Hotel,Sheraton,China,4,25000,3,17500
Sheraton Quito Hotel,Sheraton,Ecuador,4,25000,3,17500
"Sheraton Reserva do Paiva Hotel, Recife",Sheraton,Brazil,3,17500,2,12500
Sheraton Rhodes Resort,Sheraton,Greece,5,35000,4,25000
Sheraton Riyadh Hotel & Towers,Sheraton,Saudi Arabia,4,25000,5,35000
Sheraton Saigon Hotel & Towers,Sheraton,Vietnam,4,25000,5,35000
Sheraton Saint-Hyacinthe Hotel,Sheraton,Canada,4,25000,3,17500
Sheraton Salt Lake City Hotel,Sheraton,USA,4,25000,3,17500
Sheraton Salta Hotel,Sheraton,Argentina,3,17500,2,12500
Sheraton Sand Key Resort,Sheraton,USA,5,35000,6,50000
Sheraton Santiago Hotel and Convention Center,Sheraton,Chile,4,25000,3,17500
Sheraton Santos Hotel,Sheraton,Brazil,4,25000,3,17500
Sheraton Senggigi Beach Resort,Sheraton,Indonesia,4,25000,3,17500
Sheraton Shenyang South City Hotel,Sheraton,China,2,12500,1,7500
Sheraton Skyline Hotel London Heathrow,Sheraton,United Kingdom,5,35000,4,25000
Sheraton Sonoma Wine Country Petaluma,Sheraton,USA,5,35000,6,50000
Sheraton Sopot Hotel,Sheraton,Poland,4,25000,5,35000
Sheraton St. Paul Woodbury Hotel,Sheraton,USA,4,25000,3,17500
Sheraton Stamford Hotel,Sheraton,USA,4,25000,3,17500
Sheraton Suites Chicago Elk Grove,Sheraton,USA,3,17500,2,12500
Sheraton Suites Columbus,Sheraton,USA,3,17500,2,12500
Sheraton Suites Fort Lauderdale at Cypress Creek,Sheraton,USA,4,25000,3,17500
Sheraton Suites Fort Lauderdale Plantation,Sheraton,USA,4,25000,3,17500
Sheraton Suites Galleria-Atlanta,Sheraton,USA,3,17500,4,25000
Sheraton Suites Houston Near The Galleria,Sheraton,USA,4,25000,3,17500
Sheraton Suites Orlando Airport,Sheraton,USA,4,25000,5,35000
Sheraton Suites Philadelphia Airport,Sheraton,USA,3,17500,4,25000
Sheraton Surabaya Hotel & Towers,Sheraton,Indonesia,2,12500,3,17500
Sheraton Syracuse University Hotel & Conference Center,Sheraton,USA,4,25000,5,35000
Sheraton Taitung Hotel,Sheraton,Taiwan,3,17500,2,12500
Sheraton Tribeca New York Hotel,Sheraton,USA,5,35000,6,50000
Sheraton Tucuman Hotel,Sheraton,Argentina,2,12500,1,7500
Sheraton Tunis Hotel,Sheraton,Tunisia,3,17500,2,12500
Sheraton Universal Hotel,Sheraton,USA,5,35000,6,50000
Sheraton Vancouver Guildford Hotel,Sheraton,Canada,4,25000,3,17500
Sheraton Vancouver Wall Centre,Sheraton,Canada,5,35000,6,50000
Sheraton West Des Moines Hotel,Sheraton,USA,4,25000,3,17500
Sheraton Westport Chalet Hotel St. Louis,Sheraton,USA,4,25000,3,17500
Sheraton Westport Plaza Hotel St. Louis,Sheraton,USA,4,25000,3,17500
Sheraton Yantai Golden Beach Resort,Sheraton,China,2,12500,3,17500
Skopje Marriott Hotel,Marriott,Macedonia,2,12500,3,17500
Sochi Marriott Krasnaya Polyana Hotel,Marriott,Russian Federation,3,17500,4,25000
Sopot Marriott Resort & Spa,Marriott,Poland,4,25000,5,35000
SpringHill Suites Albuquerque North/Journal Center,SpringHill Suites,USA,2,12500,3,17500
SpringHill Suites Allentown Bethlehem/Center Valley,SpringHill Suites,USA,3,17500,4,25000
SpringHill Suites Anchorage Midtown,SpringHill Suites,USA,4,25000,5,35000
SpringHill Suites Anchorage University Lake,SpringHill Suites,USA,4,25000,5,35000
SpringHill Suites Asheville,SpringHill Suites,USA,5,35000,4,25000
SpringHill Suites Atlanta Downtown,SpringHill Suites,USA,4,25000,5,35000
SpringHill Suites Austin Cedar Park,SpringHill Suites,USA,3,17500,4,25000
SpringHill Suites Bakersfield,SpringHill Suites,USA,2,12500,3,17500
SpringHill Suites Baltimore White Marsh/Middle River,SpringHill Suites,USA,3,17500,2,12500
SpringHill Suites Baton Rouge North/Airport,SpringHill Suites,USA,1,7500,2,12500
SpringHill Suites Bellingham,SpringHill Suites,USA,3,17500,4,25000
SpringHill Suites Belmont Redwood Shores,SpringHill Suites,USA,4,25000,5,35000
SpringHill Suites Billings,SpringHill Suites,USA,2,12500,3,17500
SpringHill Suites Birmingham Colonnade/Grandview,SpringHill Suites,USA,2,12500,3,17500
SpringHill Suites Boca Raton,SpringHill Suites,USA,3,17500,4,25000
SpringHill Suites Boston Peabody,SpringHill Suites,USA,3,17500,4,25000
SpringHill Suites Bozeman,SpringHill Suites,USA,5,35000,6,50000
SpringHill Suites Bridgeport Clarksburg,SpringHill Suites,USA,1,7500,2,12500
SpringHill Suites Canton,SpringHill Suites,USA,2,12500,3,17500
SpringHill Suites Carle Place Garden City,SpringHill Suites,USA,4,25000,5,35000
SpringHill Suites Charlotte Airport,SpringHill Suites,USA,2,12500,3,17500
SpringHill Suites Charlotte Lake Norman/Mooresville,SpringHill Suites,USA,2,12500,3,17500
SpringHill Suites Charlotte University Research Park,SpringHill Suites,USA,2,12500,3,17500
SpringHill Suites Chicago Elmhurst/Oakbrook Area,SpringHill Suites,USA,2,12500,3,17500
SpringHill Suites Chicago Lincolnshire,SpringHill Suites,USA,2,12500,3,17500
SpringHill Suites Chicago Schaumburg/Woodfield Mall,SpringHill Suites,USA,2,12500,3,17500
"SpringHill Suites Chicago Southeast/Munster, IN",SpringHill Suites,USA,3,17500,4,25000
SpringHill Suites Cincinnati Airport South,SpringHill Suites,USA,3,17500,4,25000
SpringHill Suites Cincinnati Blue Ash,SpringHill Suites,USA,2,12500,3,17500
SpringHill Suites Cincinnati North/Forest Park,SpringHill Suites,USA,2,12500,3,17500
SpringHill Suites Cleveland Independence,SpringHill Suites,USA,2,12500,3,17500
SpringHill Suites Columbus,SpringHill Suites,USA,2,12500,3,17500
SpringHill Suites Dallas DFW Airport North/Grapevine,SpringHill Suites,USA,3,17500,4,25000
SpringHill Suites Dallas Downtown/West End,SpringHill Suites,USA,4,25000,3,17500
SpringHill Suites Dallas NW Highway at Stemmons/I-35E,SpringHill Suites,USA,2,12500,3,17500
SpringHill Suites Dallas Plano/Frisco,SpringHill Suites,USA,2,12500,3,17500
SpringHill Suites Dallas Rockwall,SpringHill Suites,USA,2,12500,3,17500
SpringHill Suites Dayton South/Miamisburg,SpringHill Suites,USA,2,12500,3,17500
SpringHill Suites Dayton Vandalia,SpringHill Suites,USA,2,12500,3,17500
SpringHill Suites Denver Downtown,SpringHill Suites,USA,4,25000,5,35000
SpringHill Suites Detroit Auburn Hills,SpringHill Suites,USA,2,12500,3,17500
SpringHill Suites Detroit Southfield,SpringHill Suites,USA,2,12500,3,17500
SpringHill Suites Devens Common Center,SpringHill Suites,USA,2,12500,3,17500
SpringHill Suites El Paso,SpringHill Suites,USA,2,12500,3,17500
SpringHill Suites Enid,SpringHill Suites,USA,1,7500,2,12500
SpringHill Suites Fairfax Fair Oaks,SpringHill Suites,USA,2,12500,3,17500
SpringHill Suites Fishkill,SpringHill Suites,USA,3,17500,4,25000
SpringHill Suites Fort Lauderdale Airport & Cruise Port,SpringHill Suites,USA,5,35000,4,25000
SpringHill Suites Fort Myers Airport,SpringHill Suites,USA,4,25000,5,35000
SpringHill Suites Fort Worth Fossil Creek,SpringHill Suites,USA,2,12500,3,17500
SpringHill Suites Fresno,SpringHill Suites,USA,3,17500,4,25000
SpringHill Suites Gainesville Haymarket,SpringHill Suites,USA,2,12500,3,17500
SpringHill Suites Gallup,SpringHill Suites,USA,2,12500,3,17500
SpringHill Suites Great Falls,SpringHill Suites,USA,2,12500,3,17500
SpringHill Suites Green Bay,SpringHill Suites,USA,4,25000,5,35000
SpringHill Suites Greensboro,SpringHill Suites,USA,3,17500,4,25000
SpringHill Suites Hagerstown,SpringHill Suites,USA,2,12500,3,17500
SpringHill Suites Hartford Airport/Windsor Locks,SpringHill Suites,USA,2,12500,3,17500
SpringHill Suites Houston Baytown,SpringHill Suites,USA,3,17500,2,12500
SpringHill Suites Houston I-10 West/Energy Corridor,SpringHill Suites,USA,2,12500,1,7500
SpringHill Suites Houston Intercontinental Airport,SpringHill Suites,USA,2,12500,3,17500
SpringHill Suites Houston Northwest,SpringHill Suites,USA,1,7500,2,12500
SpringHill Suites Houston Rosenberg,SpringHill Suites,USA,1,7500,2,12500
SpringHill Suites Huntsville Downtown,SpringHill Suites,USA,2,12500,3,17500
SpringHill Suites Huntsville West/Research Park,SpringHill Suites,USA,2,12500,3,17500
SpringHill Suites Jackson Hole,SpringHill Suites,USA,5,35000,6,50000
SpringHill Suites Jackson Ridgeland/The Township at Colony Park,SpringHill Suites,USA,2,12500,3,17500
SpringHill Suites Jacksonville Airport,SpringHill Suites,USA,2,12500,3,17500
SpringHill Suites Kalispell,SpringHill Suites,USA,4,25000,5,35000
SpringHill Suites Kingman Route 66,SpringHill Suites,USA,4,25000,3,17500
SpringHill Suites Lafayette South at River Ranch,SpringHill Suites,USA,2,12500,3,17500
SpringHill Suites Lake Charles,SpringHill Suites,USA,4,25000,3,17500
